age(Gyr),M/MSun,logL/Lsun,Teff(K),logg,R/Rsun
3.0,0.03,-5.706,712.0,4.985,0.0922
3.0,0.033,-5.593,765.0,5.039,0.0908
3.0,0.035,-5.522,801.0,5.073,0.09
3.0,0.038,-5.42,855.0,5.12,0.0889
3.0,0.04,-5.353,892.0,5.149,0.0882
3.0,0.043,-5.257,947.0,5.19,0.0872
3.0,0.045,-5.195,985.0,5.215,0.0867
3.0,0.048,-5.106,1042.0,5.251,0.0859
3.0,0.05,-5.047,1080.0,5.273,0.0854
3.0,0.053,-4.959,1140.0,5.304,0.0849
3.0,0.055,-4.901,1181.0,5.324,0.0845
3.0,0.058,-4.807,1249.0,5.35,0.0842
3.0,0.06,-4.739,1300.0,5.366,0.0841
3.0,0.063,-4.623,1388.0,5.385,0.0843
3.0,0.064,-4.582,1420.0,5.39,0.0845
3.0,0.065,-4.534,1458.0,5.394,0.0847
3.0,0.066,-4.485,1497.0,5.398,0.085
3.0,0.067,-4.432,1539.0,5.4,0.0854
3.0,0.068,-4.375,1586.0,5.402,0.0859
3.0,0.069,-4.314,1637.0,5.402,0.0866
3.0,0.07,-4.249,1692.0,5.4,0.0873
3.0,0.071,-4.181,1751.0,5.398,0.0882
3.0,0.072,-4.109,1814.0,5.394,0.0892
3.0,0.073,-4.038,1878.0,5.389,0.0904
3.0,0.074,-3.967,1943.0,5.383,0.0916
3.0,0.075,-3.897,2008.0,5.376,0.093
3.0,0.077,-3.769,2130.0,5.362,0.0958
3.0,0.078,-3.711,2186.0,5.354,0.0972
3.0,0.08,-3.607,2287.0,5.341,0.1
3.0,0.083,-3.48,2411.0,5.321,0.1042
4.0,0.001,-8.83,111.0,3.409,0.1034
4.0,0.0015,-8.499,133.0,3.568,0.1054
4.0,0.002,-8.247,153.0,3.683,0.1066
4.0,0.0025,-8.052,171.0,3.773,0.1075
4.0,0.003,-7.9,186.0,3.847,0.108
4.0,0.0035,-7.771,200.0,3.912,0.1083
4.0,0.004,-7.657,214.0,3.97,0.1084
4.0,0.0045,-7.558,226.0,4.021,0.1083
4.0,0.005,-7.468,238.0,4.068,0.1082
4.0,0.006,-7.312,261.0,4.152,0.1076
4.0,0.007,-7.179,283.0,4.224,0.107
4.0,0.008,-7.069,303.0,4.287,0.1063
4.0,0.009,-6.983,319.0,4.345,0.1056
4.0,0.01,-6.911,334.0,4.397,0.1048
4.0,0.011,-6.833,350.0,4.445,0.104
4.0,0.0115,-6.771,363.0,4.466,0.1038
4.0,0.012,-6.727,373.0,4.487,0.1034
4.0,0.0125,-6.72,376.0,4.51,0.1028
4.0,0.013,-6.711,379.0,4.532,0.1023
4.0,0.0135,-6.691,384.0,4.553,0.1018
4.0,0.014,-6.661,392.0,4.572,0.1013
4.0,0.0145,-6.626,401.0,4.591,0.1009
4.0,0.015,-6.591,410.0,4.609,0.1005
4.0,0.0155,-6.558,418.0,4.627,0.1001
4.0,0.016,-6.526,427.0,4.644,0.0997
4.0,0.0165,-6.493,436.0,4.661,0.0993
4.0,0.017,-6.461,445.0,4.677,0.099
4.0,0.0175,-6.431,453.0,4.693,0.0986
4.0,0.018,-6.405,461.0,4.708,0.0982
4.0,0.0185,-6.381,468.0,4.723,0.0979
4.0,0.019,-6.356,476.0,4.738,0.0975
4.0,0.0195,-6.331,484.0,4.752,0.0972
4.0,0.02,-6.305,492.0,4.766,0.0969
4.0,0.022,-6.202,525.0,4.819,0.0956
4.0,0.024,-6.113,557.0,4.868,0.0944
4.0,0.026,-6.029,588.0,4.913,0.0932
4.0,0.028,-5.947,620.0,4.956,0.0922
4.0,0.03,-5.868,652.0,4.995,0.0912
4.0,0.033,-5.758,700.0,5.05,0.0898
4.0,0.035,-5.688,732.0,5.084,0.0889
4.0,0.038,-5.589,780.0,5.131,0.0877
4.0,0.04,-5.526,813.0,5.16,0.087
4.0,0.043,-5.434,862.0,5.202,0.086
4.0,0.045,-5.374,896.0,5.228,0.0854
4.0,0.048,-5.286,947.0,5.265,0.0845
4.0,0.05,-5.227,982.0,5.288,0.084
4.0,0.053,-5.14,1037.0,5.32,0.0833
4.0,0.055,-5.079,1076.0,5.34,0.083
4.0,0.058,-4.982,1141.0,5.367,0.0826
4.0,0.06,-4.91,1190.0,5.384,0.0824
4.0,0.063,-4.783,1280.0,5.404,0.0825
4.0,0.064,-4.734,1315.0,5.409,0.0827
4.0,0.065,-4.678,1357.0,5.413,0.0829
4.0,0.066,-4.622,1398.0,5.417,0.0832
4.0,0.067,-4.56,1446.0,5.419,0.0836
4.0,0.068,-4.491,1499.0,5.419,0.0842
4.0,0.069,-4.416,1558.0,5.418,0.0849
4.0,0.07,-4.336,1623.0,5.415,0.0858
4.0,0.071,-4.253,1692.0,5.411,0.0869
4.0,0.072,-4.165,1767.0,5.405,0.0881
4.0,0.073,-4.078,1844.0,5.397,0.0895
4.0,0.074,-3.994,1919.0,5.389,0.091
4.0,0.075,-3.915,1992.0,5.38,0.0925
4.0,0.077,-3.775,2124.0,5.363,0.0956
4.0,0.078,-3.714,2183.0,5.355,0.0971
4.0,0.08,-3.608,2286.0,5.341,0.1
4.0,0.083,-3.481,2411.0,5.321,0.1042
6.0,0.001,-9.054,98.0,3.419,0.1022
6.0,0.0015,-8.722,118.0,3.578,0.1042
6.0,0.002,-8.467,136.0,3.693,0.1054
6.0,0.0025,-8.27,152.0,3.783,0.1063
6.0,0.003,-8.115,165.0,3.858,0.1068
6.0,0.0035,-7.984,178.0,3.923,0.107
6.0,0.004,-7.87,190.0,3.98,0.1071
6.0,0.0045,-7.77,201.0,4.032,0.107
6.0,0.005,-7.68,212.0,4.079,0.1068
6.0,0.006,-7.524,233.0,4.163,0.1063
6.0,0.007,-7.383,253.0,4.235,0.1056
6.0,0.008,-7.266,272.0,4.299,0.105
6.0,0.009,-7.167,289.0,4.356,0.1042
6.0,0.01,-7.086,304.0,4.408,0.1035
6.0,0.011,-7.006,319.0,4.455,0.1028
6.0,0.0115,-6.956,329.0,4.477,0.1025
6.0,0.012,-6.922,336.0,4.498,0.1021
6.0,0.0125,-6.91,339.0,4.52,0.1016
6.0,0.013,-6.897,342.0,4.542,0.1011
6.0,0.0135,-6.879,347.0,4.562,0.1007
6.0,0.014,-6.855,352.0,4.582,0.1002
6.0,0.0145,-6.829,358.0,4.6,0.0998
6.0,0.015,-6.803,365.0,4.619,0.0994
6.0,0.0155,-6.777,371.0,4.636,0.099
6.0,0.016,-6.75,377.0,4.654,0.0986
6.0,0.0165,-6.721,385.0,4.67,0.0982
6.0,0.017,-6.688,393.0,4.687,0.0979
6.0,0.0175,-6.656,401.0,4.703,0.0975
6.0,0.018,-6.627,408.0,4.718,0.0971
6.0,0.0185,-6.602,415.0,4.733,0.0968
6.0,0.019,-6.576,422.0,4.748,0.0964
6.0,0.0195,-6.549,429.0,4.762,0.0961
6.0,0.02,-6.518,438.0,4.777,0.0957
6.0,0.022,-6.417,467.0,4.83,0.0944
6.0,0.024,-6.33,494.0,4.879,0.0932
6.0,0.026,-6.246,522.0,4.925,0.092
6.0,0.028,-6.168,549.0,4.967,0.091
6.0,0.03,-6.09,578.0,5.007,0.0899
6.0,0.033,-5.981,620.0,5.062,0.0885
6.0,0.035,-5.913,648.0,5.097,0.0876
6.0,0.038,-5.819,689.0,5.145,0.0864
6.0,0.04,-5.758,717.0,5.175,0.0856
6.0,0.043,-5.669,759.0,5.217,0.0845
6.0,0.045,-5.612,788.0,5.244,0.0839
6.0,0.048,-5.528,832.0,5.281,0.0829
6.0,0.05,-5.472,862.0,5.305,0.0824
6.0,0.053,-5.387,909.0,5.338,0.0816
6.0,0.055,-5.327,944.0,5.359,0.0812
6.0,0.058,-5.229,1001.0,5.388,0.0807
6.0,0.06,-5.154,1047.0,5.405,0.0804
6.0,0.063,-5.017,1133.0,5.426,0.0804
6.0,0.064,-4.961,1170.0,5.432,0.0805
6.0,0.065,-4.898,1211.0,5.437,0.0807
6.0,0.066,-4.825,1261.0,5.44,0.081
6.0,0.067,-4.748,1315.0,5.442,0.0815
6.0,0.068,-4.657,1379.0,5.441,0.0821
6.0,0.069,-4.558,1453.0,5.439,0.083
6.0,0.07,-4.45,1536.0,5.433,0.0841
6.0,0.071,-4.336,1627.0,5.425,0.0855
6.0,0.072,-4.222,1721.0,5.415,0.0871
6.0,0.073,-4.112,1815.0,5.404,0.0888
6.0,0.074,-4.013,1903.0,5.393,0.0906
6.0,0.075,-3.924,1984.0,5.382,0.0923
6.0,0.077,-3.777,2123.0,5.364,0.0955
6.0,0.078,-3.715,2183.0,5.356,0.0971
6.0,0.08,-3.609,2286.0,5.341,0.1
6.0,0.083,-3.481,2411.0,5.321,0.1042
8.0,0.001,-9.214,90.0,3.426,0.1014
8.0,0.0015,-8.879,108.0,3.584,0.1034
8.0,0.002,-8.626,124.0,3.699,0.1046
8.0,0.0025,-8.428,139.0,3.789,0.1054
8.0,0.003,-8.271,152.0,3.865,0.1059
8.0,0.0035,-8.14,163.0,3.93,0.1062
8.0,0.004,-8.025,175.0,3.987,0.1062
8.0,0.0045,-7.924,185.0,4.039,0.1061
8.0,0.005,-7.832,195.0,4.086,0.1059
8.0,0.006,-7.677,214.0,4.17,0.1054
8.0,0.007,-7.54,232.0,4.242,0.1047
8.0,0.008,-7.414,251.0,4.306,0.104
8.0,0.009,-7.31,267.0,4.363,0.1033
8.0,0.01,-7.221,282.0,4.415,0.1026
8.0,0.011,-7.137,297.0,4.462,0.1019
8.0,0.0115,-7.088,306.0,4.484,0.1016
8.0,0.012,-7.052,313.0,4.506,0.1013
8.0,0.0125,-7.034,317.0,4.528,0.1008
8.0,0.013,-7.016,321.0,4.549,0.1003
8.0,0.0135,-6.996,325.0,4.569,0.0999
8.0,0.014,-6.972,331.0,4.588,0.0995
8.0,0.0145,-6.948,336.0,4.607,0.0991
8.0,0.015,-6.924,341.0,4.625,0.0987
8.0,0.0155,-6.9,347.0,4.643,0.0983
8.0,0.016,-6.877,352.0,4.66,0.0979
8.0,0.0165,-6.854,357.0,4.677,0.0975
8.0,0.017,-6.831,363.0,4.693,0.0972
8.0,0.0175,-6.809,368.0,4.709,0.0968
8.0,0.018,-6.787,374.0,4.725,0.0964
8.0,0.0185,-6.762,380.0,4.74,0.0961
8.0,0.019,-6.733,387.0,4.755,0.0957
8.0,0.0195,-6.704,394.0,4.769,0.0953
8.0,0.02,-6.676,401.0,4.783,0.095
8.0,0.022,-6.586,426.0,4.837,0.0937
8.0,0.024,-6.476,456.0,4.886,0.0924
8.0,0.026,-6.397,481.0,4.932,0.0913
8.0,0.028,-6.319,506.0,4.975,0.0902
8.0,0.03,-6.247,530.0,5.015,0.0891
8.0,0.033,-6.136,570.0,5.07,0.0877
8.0,0.035,-6.067,596.0,5.105,0.0868
8.0,0.038,-5.974,633.0,5.153,0.0855
8.0,0.04,-5.916,658.0,5.184,0.0847
8.0,0.043,-5.833,695.0,5.226,0.0836
8.0,0.045,-5.778,720.0,5.253,0.0829
8.0,0.048,-5.695,760.0,5.291,0.082
8.0,0.05,-5.64,787.0,5.315,0.0814
8.0,0.053,-5.557,829.0,5.349,0.0806
8.0,0.055,-5.499,860.0,5.371,0.0801
8.0,0.058,-5.402,913.0,5.4,0.0795
8.0,0.06,-5.327,955.0,5.418,0.0793
8.0,0.063,-5.183,1038.0,5.44,0.0792
8.0,0.064,-5.127,1072.0,5.446,0.0792
8.0,0.065,-5.059,1113.0,5.451,0.0794
8.0,0.066,-4.981,1163.0,5.455,0.0796
8.0,0.067,-4.89,1222.0,5.457,0.0801
8.0,0.068,-4.785,1293.0,5.456,0.0807
8.0,0.069,-4.662,1379.0,5.452,0.0817
8.0,0.07,-4.528,1478.0,5.444,0.083
8.0,0.071,-4.386,1588.0,5.433,0.0847
8.0,0.072,-4.248,1699.0,5.42,0.0866
8.0,0.073,-4.125,1805.0,5.406,0.0886
8.0,0.074,-4.017,1899.0,5.394,0.0905
8.0,0.075,-3.926,1983.0,5.383,0.0922
8.0,0.077,-3.777,2123.0,5.364,0.0955
8.0,0.078,-3.715,2182.0,5.356,0.097
8.0,0.08,-3.609,2286.0,5.341,0.1
8.0,0.083,-3.481,2411.0,5.321,0.1042
10.0,0.001,-9.338,84.0,3.43,0.1008
10.0,0.0015,-9.001,101.0,3.589,0.1029
10.0,0.002,-8.749,116.0,3.704,0.1041
10.0,0.0025,-8.552,130.0,3.794,0.1049
10.0,0.003,-8.394,142.0,3.87,0.1053
10.0,0.0035,-8.261,153.0,3.935,0.1055
10.0,0.004,-8.147,163.0,3.992,0.1056
10.0,0.0045,-8.045,173.0,4.044,0.1055
10.0,0.005,-7.953,183.0,4.092,0.1053
10.0,0.006,-7.793,201.0,4.175,0.1048
10.0,0.007,-7.659,218.0,4.248,0.1041
10.0,0.008,-7.534,235.0,4.312,0.1034
10.0,0.009,-7.423,251.0,4.369,0.1027
10.0,0.01,-7.33,266.0,4.421,0.1019
10.0,0.011,-7.243,280.0,4.468,0.1013
10.0,0.0115,-7.194,289.0,4.49,0.101
10.0,0.012,-7.157,296.0,4.512,0.1006
10.0,0.0125,-7.136,300.0,4.533,0.1001
10.0,0.013,-7.114,304.0,4.554,0.0997
10.0,0.0135,-7.09,309.0,4.574,0.0993
10.0,0.014,-7.064,314.0,4.593,0.0989
10.0,0.0145,-7.04,320.0,4.612,0.0985
10.0,0.015,-7.015,325.0,4.63,0.0981
10.0,0.0155,-6.992,330.0,4.648,0.0977
10.0,0.016,-6.969,335.0,4.665,0.0974
10.0,0.0165,-6.945,340.0,4.682,0.097
10.0,0.017,-6.922,345.0,4.698,0.0966
10.0,0.0175,-6.9,350.0,4.714,0.0963
10.0,0.018,-6.878,355.0,4.729,0.0959
10.0,0.0185,-6.858,360.0,4.744,0.0955
10.0,0.019,-6.838,365.0,4.759,0.0952
10.0,0.0195,-6.819,370.0,4.774,0.0948
10.0,0.02,-6.798,375.0,4.788,0.0945
10.0,0.022,-6.699,400.0,4.842,0.0932
10.0,0.024,-6.619,421.0,4.891,0.0919
10.0,0.026,-6.511,451.0,4.937,0.0907
10.0,0.028,-6.434,475.0,4.98,0.0896
10.0,0.03,-6.361,498.0,5.02,0.0886
10.0,0.033,-6.259,533.0,5.076,0.0871
10.0,0.035,-6.189,557.0,5.111,0.0862
10.0,0.038,-6.092,594.0,5.16,0.0849
10.0,0.04,-6.035,617.0,5.19,0.0841
10.0,0.043,-5.954,650.0,5.233,0.083
10.0,0.045,-5.902,673.0,5.26,0.0823
10.0,0.048,-5.824,708.0,5.299,0.0813
10.0,0.05,-5.77,733.0,5.323,0.0807
10.0,0.053,-5.688,773.0,5.357,0.0799
10.0,0.055,-5.63,801.0,5.379,0.0794
10.0,0.058,-5.535,850.0,5.408,0.0788
10.0,0.06,-5.46,889.0,5.427,0.0784
10.0,0.063,-5.316,967.0,5.45,0.0783
10.0,0.064,-5.256,1001.0,5.456,0.0783
10.0,0.065,-5.185,1041.0,5.461,0.0784
10.0,0.066,-5.103,1090.0,5.465,0.0787
10.0,0.067,-5.005,1151.0,5.467,0.0791
10.0,0.068,-4.887,1226.0,5.466,0.0798
10.0,0.069,-4.748,1320.0,5.462,0.0808
10.0,0.07,-4.587,1435.0,5.452,0.0822
10.0,0.071,-4.42,1562.0,5.438,0.0842
10.0,0.072,-4.262,1688.0,5.422,0.0864
10.0,0.073,-4.129,1801.0,5.407,0.0885
10.0,0.074,-4.018,1898.0,5.394,0.0905
10.0,0.075,-3.926,1983.0,5.383,0.0922
10.0,0.077,-3.777,2122.0,5.364,0.0955
10.0,0.078,-3.715,2182.0,5.356,0.097
10.0,0.08,-3.609,2286.0,5.341,0.1
10.0,0.083,-3.481,2410.0,5.321,0.1042
