time,baseline,rv,model_time,model,residuals
,-1.5798749003260957,,2459790.0926885195,8.740782155280877,
,-1.5798749003260957,,2459790.841590524,3.2834210088609677,
,-1.5798749003260957,,2459791.5904925293,-6.697479147942476,
,-1.5798749003260957,,2459792.3393945345,-7.36417561715605,
,-1.5798749003260957,,2459793.088296539,2.228078432564765,
,-1.5798749003260957,,2459793.8371985443,8.759223244213638,
,-1.5798749003260957,,2459794.5861005494,3.010314587131351,
,-1.5798749003260957,,2459795.3350025546,-6.879223627269897,
,-1.5798749003260957,,2459796.0839045593,-7.204897653708255,
,-1.5798749003260957,,2459796.8328065644,2.510462850399292,
,-1.5798749003260957,,2459797.5817085695,8.767783601775083,
,-1.5798749003260957,,2459798.330610574,2.7339321505930996,
,-1.5798749003260957,,2459799.0795125794,-7.053329053607901,
,-1.5798749003260957,,2459799.8284145845,-7.037582920145738,
,-1.5798749003260957,,2459800.577316589,2.790108132082534,
,-1.5798749003260957,,2459801.3262185943,8.766454915913458,
,-1.5798749003260957,,2459802.0751205995,2.4545849947361003,
,-1.5798749003260957,,2459802.8240226046,-7.219606380973262,
,-1.5798749003260957,,2459803.5729246093,-6.862412000492709,
,-1.5798749003260957,,2459804.3218266144,3.066696991757094,
,-1.5798749003260957,,2459805.0707286196,8.75524035061595,
,-1.5798749003260957,,2459805.8196306243,2.172587364836889,
,-1.5798749003260957,,2459806.5685326294,-7.377875080596168,
,-1.5798749003260957,,2459807.3174346345,-6.679574198097785,
,-1.5798749003260957,,2459808.066336639,3.3399152441090925,
,-1.5798749003260957,,2459808.8152386444,8.734154532780572,
,-1.5798749003260957,,2459809.5641406495,1.8882560102961017,
,-1.5798749003260957,,2459810.3130426547,-7.527963326629362,
,-1.5798749003260957,,2459811.0619446593,-6.489267409859839,
,-1.5798749003260957,,2459811.8108466645,3.609452275342879,
,-1.5798749003260957,,2459812.5597486696,8.703223526399663,
,-1.5798749003260957,,2459813.3086506743,1.6019099094248168,
,-1.5798749003260957,,2459814.0575526794,-7.669708148246946,
,-1.5798749003260957,,2459814.8064546846,-6.291697877941144,
,-1.5798749003260957,,2459815.5553566893,3.875001298983384,
,-1.5798749003260957,,2459816.3042586944,8.662484792780134,
,-1.5798749003260957,,2459817.0531606996,1.3138698547445986,
,-1.5798749003260957,,2459817.8020627047,-7.802955609278354,
,-1.5798749003260957,,2459818.5509647094,-6.087080026381651,
,-1.5798749003260957,,2459819.2998667145,4.136259831769022,
,-1.5798749003260957,,2459820.0487687197,8.611987132552107,
,-1.5798749003260957,,2459820.7976707243,1.0244581042532521,
,-1.5798749003260957,,2459821.5465727295,-7.927560947622747,
,-1.5798749003260957,,2459822.2954747346,-5.875636236798969,
,-1.5798749003260957,,2459823.0443767398,4.392929970095971,
,-1.5798749003260957,,2459823.7932787444,8.551790621366901,
,-1.5798749003260957,,2459824.5421807496,0.7339980060962592,
,-1.5798749003260957,,2459825.2910827547,-8.04338873684306,
,-1.5798749003260957,,2459826.0399847594,-5.657596622293979,
,-1.5798749003260957,,2459826.7888867646,4.644718800106509,
,-1.5798749003260957,,2459827.5377887697,8.481966518841741,
,-1.5798749003260957,,2459828.2866907744,0.44281368540100013,
,-1.5798749003260957,,2459829.0355927795,-8.150312992774408,
,-1.5798749003260957,,2459829.7844947847,-5.433198807427841,
,-1.5798749003260957,,2459830.53339679,4.891338757425039,
,-1.5798749003260957,,2459831.2822987945,8.402597177022477,
,-1.5798749003260957,,2459832.0312007996,0.15122960926640233,
,-1.5798749003260957,,2459832.780102805,-8.248217334172509,
,-1.5798749003260957,,2459833.5290048094,-5.202687679071725,
,-1.5798749003260957,,2459834.2779068146,5.132507924516837,
,-1.5798749003260957,,2459835.0268088197,8.313775921886236,
,-1.5798749003260957,,2459835.7757108244,-0.1404296896111934,
,-1.5798749003260957,,2459836.5246128296,-8.336995066198844,
,-1.5798749003260957,,2459837.2735148347,-4.966315149237062,
,-1.5798749003260957,,2459838.02241684,5.367950449514937,
,-1.5798749003260957,,2459838.7713188445,8.215606940007792,
,-1.5798749003260957,,2459839.5202208497,-0.431840058554979,
,-1.5798749003260957,,2459840.269122855,-8.416549310179246,
,-1.5798749003260957,,2459841.0180248595,-4.724339887894958,
,-1.5798749003260957,,2459841.7669268646,5.5973967990236755,
,-1.5798749003260957,,2459842.51582887,8.108205117515938,
,-1.5798749003260957,,2459843.2647308744,-0.7226779765347736,
,-1.5798749003260957,,2459844.0136328796,-8.486793092380562,
,-1.5798749003260957,,2459844.7625348847,-4.477027057514428,
,-1.5798749003260957,,2459845.51143689,5.820584182295912,
,-1.5798749003260957,,2459846.2603388946,7.991695915511846,
,-1.5798749003260957,,2459847.0092408997,-1.0126210018955086,
,-1.5798749003260957,,2459847.758142905,-8.547649437907085,
,-1.5798749003260957,,2459848.5070449095,-4.2246480693562605,
,-1.5798749003260957,,2459849.2559469147,6.037256787345114,
,-1.5798749003260957,,2459850.00484892,7.8662151807605705,
,-1.5798749003260957,,2459850.7537509245,-1.3013480664536603,
,-1.5798749003260957,,2459851.5026529296,-8.59905144023908,
,-1.5798749003260957,,2459852.251554935,-3.9674802557935562,
,-1.5798749003260957,,2459853.00045694,6.247166150028761,
,-1.5798749003260957,,2459853.7493589446,7.731908986544916,
,-1.5798749003260957,,2459854.4982609497,-1.5885398281424141,
,-1.5798749003260957,,2459855.247162955,-8.640942347252498,
,-1.5798749003260957,,2459855.9960649596,-3.7058066100490366,
,-1.5798749003260957,,2459856.7449669647,6.450071435015941,
,-1.5798749003260957,,2459857.49386897,7.588933418022013,
,-1.5798749003260957,,2459858.2427709745,-1.8738790267093117,
,-1.5798749003260957,,2459858.9916729797,-8.673275604760855,
,-1.5798749003260957,,2459859.740574985,-3.439915490087544,
,-1.5798749003260957,,2459860.48947699,6.645739762430869,
,-1.5798749003260957,,2459861.2383789946,7.43745441279958,
,-1.5798749003260957,,2459861.987281,-2.157050821730864,
